Node;Core Number;Core Strength;Core Influence
DBN-GREY1-TSN498-CAPRISA-ECRS;1;3;2
DBN-GREY1-TSN497-CAPRISA-DDMRI;1;2;1
DBN-GREY1-TSN151-DUTC;1;1;0
DBN-GREY1-TSN176-UNISAM;1;1;0
DBN-GREY1-TSN232-NMMS;1;1;0
CPT-GREYSS1-TSN500-CPUTSPR;1;1;1
CPT-GREYSS1-TSN145-CPUTM;1;1;1
CPT4-PE1;2;1;2
CPT1-IR1;2;1;1
TENET-TSN118-AIMS;2;1;2
CPT-GREYSS1-TSN495-UCTVH;1;1;0
CPT-GREYSS1-TSN39-SAAO;1;2;1
JNB-GREY2-TSN99-CSMI;2;1;2
JNB-GREY2-TSN42-UJBU;2;2;3
JNB3-PE1;2;1;2
JNB-GREY2-TSN42-UJBU-2;1;1;0
JNB-GREY2-TSN295-CSIR-CTF;1;2;0
JNB-GREY1-TSN110-WITSE;1;2;0
JNB-GREY1-TSN112-WITSM;1;2;1
JNB-TSN44-UJ-DF-PE;1;1;0
HMS-TSN28-SANSA;2;1;1
GRJ-TSN459-NMU-GC;2;2;2
CPT2-PE1;2;1;1
VDP-GREY2-TSN484-DFA-VDBP;2;1;2
VDP-GREY2-TSN139-NWUFAR;2;1;2
VDP1-PE1;2;1;2
CPT-GREYSS1-TSN463-DFA-PLN;1;3;1
CPT3-PE1;2;23;23
CPT1-LAB1;1;1;0
TENET-TSN470-DFA-WYN;2;1;1
TERACO-TSN462-RDB;1;2;1
SLB-TSN750-DOA-ELSEN;1;1;0
PHU-TSN247-UFSQ;2;1;3
BTH-TSN504-ARC-SGI;2;1;2
DUR3-PE1;2;1;0
WEL1-PE1;2;1;2
PTA-GREYS2-TSN499-DFASAMCOR;1;3;3
PTA-GREYS2-TSN257-SANBI;1;1;0
PTA-GREYS2-TSN260-CGS;1;1;0
PTA-GREYS2-TSN509-UP-MAMC;1;1;0
BFN2-PE1;1;5;3
BFN3-PE1;1;2;0
BFN1-PE1;1;2;0
BFN-GREY1-TSN246-UFSPSY;1;1;0
BFN-GREY1-TSN244-UFSNATH;1;1;0
JNB2-PE1;1;1;0
PTA-GREYS2-TSN40-USAF;1;2;2
PTA-GREYS2-TSN973-UNIVEN-COL;1;1;0
PTA-GREYS2-TSN261-ARC-HO-PE;1;1;0
UTW-TSN468-WSUQ;1;2;2
UTT-TSN86-WSU-NMD-PE;1;1;0
WTS-TSN467-WSUW;1;1;0
PLZ1-PE1;2;1;0
ISD1-PE1-ISD1-PR1;1;1;0
ISD1-PE1;1;2;1
CPT7-PE1;1;1;0
CPT-TSN793-NSFAS-CBD;1;1;0
CPT3-PE1-CPT3-PR1;1;1;0
CPT3-PE1-CPT3-PR2;1;1;0
PLZ2-PE1;1;1;0
NC-SAAO-TSN91-SUTH;1;1;0
LDN1-IR1;1;1;0
ISD1-PE2;1;1;0
SMT-TSN590-IMT;1;1;0
CAR-TSN237-SKA-CAR-PE;1;1;0
CPT-GREYSLB1-TSN235-ILABS-FAURE-PE1;1;1;0
CPT-GREYSS2-TSN170-UCTSSI;1;1;0
CPT-GREYSS2-TSN270-UCTGSR;1;1;0
CPT9-PE1;1;1;0
CPT-GREYSS2-TSN236-SARAO-PE;1;1;0
CPT-TSN943-DHA-WYNBERG;1;1;0
CPT3-PE2;1;1;0
PZB-GREY1-TSN383-DUTI;2;1;1
PZB1-PE1;2;3;4
PZB-GREY1-TSN384-SANBIP;2;1;1
PZB-GREY1-TSN193-UNISAP;2;2;1
PZB-GREY1-TSN385-CGSP;2;2;1
PZB-GREY1-TSN10-DUTRC;2;1;0
BFN-GREY1-TSN242-UFSSC;1;2;1
BFN-GREY1-TSN245-UFSPELH;1;1;0
ELS-GREY1-TSN108-WSU-CHS;1;2;2
ELS3-PE1;1;1;0
ELS-GREY1-TSN177-UNISAE;1;1;0
ELS-GREY1-TSN393-WSU-CAM;1;2;2
ELS2-PE1;1;1;0
ELS1-PE1;1;1;0
PTA-GREYN2-TSN395-TUT-ZET;1;2;2
PTA-GREYN2-TSN141-UPGC;1;1;0
PTA-GREYN2-TSN254-UP-HILL-PE;1;1;0
PTA-GREYN1-TSN354-TUT-MONITOR;1;1;1
PTA-GREYN1-TSN74-UP-MED-PE;1;1;1
PTA-GREYN1-TSN391-TUT-KOSMOS;1;2;1
PTA-GREYN1-TSN203-UNISA-SN;1;1;0
PTA-GREYN1-TSN353-TUT-TEMPO;1;2;1
PTA-GREYN1-TSN315-BREYTEN;1;1;0
PTA-GREYN1-TSN161-TUT-SOSN;1;2;1
PTA-GREYN1-TSN162-TUT-SOSS;1;1;0
PTA-GREYN1-TSN49-TUT-ERC-GAR;1;2;1
PTA-GREYN1-TSN389-SMU-MC-PE;1;1;0
PTA-CSIR-SCALAB;1;1;1
PTA1-PE1;1;1;1
KRO-TSN182-UNISAKRO;2;1;2
VDP-GREY2-TSN598-VUT-EMF;2;1;2
CPT-GREYBEL1-TSN493-CGSB;1;2;2
CPT-GREYBEL1-TSN585-UWC-FCHS;1;1;0
CPT-GREYBEL1-TSN34-CPUTB;1;1;0
DBN-GREY1-TSN375-SANBI;1;2;2
DBN-GREY1-TSN11-DUTS;1;1;0
DUR1-PE1;1;1;0
